,Product titer (g/L)
1302,0.0036986301369863013
4057,0.1278538812785388
4137,0.0136986301369863
1997,0.0036529680365296802
2969,0.005015806111696529
2082,3.8356164383561645e-06
4410,0.0008754337899543378
3800,0.005936073059360731
4586,0.001150228310502283
3306,4.5662100456621006e-05
2386,4.0273972602739725e-05
691,0.12557077625570776
2798,0.194337899543379
2535,8.036529680365296e-06
1989,6.484018264840182e-05
788,0.028310502283105023
734,0.07442922374429224
502,0.015707762557077624
3711,0.045662100456621
4277,0.031506849315068496
3860,0.005936073059360731
2797,0.18310502283105023
1737,5.549178596284611e-07
1278,0.0002054794520547945
242,0.011278538812785389
2877,0.023744292237442923
590,4.977168949771689e-05
2280,1.4018264840182647e-05
1194,2.191780821917808e-05
3011,0.001415525114155251
3497,0.00015068493150684933
3116,0.001712785388127854
3467,0.08232876712328767
1028,0.010684931506849314
3846,0.015114155251141553
623,0.0016383561643835616
3515,0.0045662100456621
3898,0.44931506849315067
3336,4.5662100456621006e-05
4092,0.08401826484018264
1242,0.0
4151,0.0867579908675799
3225,0.0042465753424657535
1842,0.0004200913242009132
3440,0.01648401826484018
4601,0.0006999999999999999
3589,0.028538812785388126
4646,0.0007995433789954338
2639,0.0018264840182648401
1124,0.0002182648401826484
1454,0.0182648401826484
110,9.58904109589041e-05
2720,0.03698630136986301
3071,0.02095890410958904
2775,0.054337899543379
1226,0.0002785388127853881
2971,0.0273972602739726
1282,0.000273972602739726
4034,0.2110958904109589
4547,0.1872146118721461
2434,0.0002881735159817351
1948,4.5662100456621006e-05
2117,0.0
1658,0.09561643835616439
3679,0.23698630136986298
274,0.028082191780821917
2504,0.01643835616438356
1442,0.0025771689497716896
4381,0.0182648401826484
4203,0.04657534246575342
1022,0.03333333333333333
2803,0.3059360730593607
2398,3.1963470319634697e-07
2576,5.08675799086758e-05
3328,4.5662100456621006e-05
2610,0.0045662100456621
2327,3.703196347031963e-05
3884,0.019726027397260273
3819,0.2876712328767123
1930,0.002328767123287671
